,ticker,company_name,marketcap_display,sell_side_rating,quant_rating,authors_rating,eps_revisions_category,growth_category,momentum_category,profitability_category,value_category,dividend_yield,is_top_tated
782,BCYC,Bicycle Therapeutics plc,1032692160,4.41667,3.732779097,4,5,8,3,11,10,,FALSE
783,IGMS,"IGM Biosciences, Inc.",558874940,4.1,3.654394299,4,3,6,4,10,10,,FALSE
784,SPT,"Sprout Social, Inc.",2821790460,4.46667,3.678147268,3,4,1,8,9,10,,FALSE
785,RPRX,Royalty Pharma plc,16770064400,4.5,3.585510689,4,5,6,7,4,6,2.885643,FALSE
786,VSTA,Vasta Platform Limited,302923072,3.2,3.690023753,,7,1,7,9,1,,FALSE
787,AVPT,"AvePoint, Inc.",1444215810,4.42857,3.737529691,3,9,1,3,7,9,,FALSE
788,CERE,"Cerevel Therapeutics Holdings, Inc.",7740605400,3,3.768408551,3,7,7,3,7,5,,FALSE
789,PGRU,PropertyGuru Group Limited,629496770,4.4,3.794536817,,4,7,5,9,10,,FALSE
790,TUYA,Tuya Inc.,970567230,4.5,3.687648456,4,4,4,8,8,4,,FALSE
791,KARO,Karooooo Ltd.,883035070,3.66667,3.606888361,,7,8,4,2,7,,FALSE
792,SQSP,"Squarespace, Inc.",4699763700,3.77778,3.625890736,4,8,5,5,3,11,,FALSE
793,FEMY,Femasys Inc.,28729152,4.33333,3.682897862,,9,7,2,7,8,,FALSE
794,HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,462917568,4.66667,3.787410926,4,4,3,5,11,2,,FALSE
795,CFLT,"Confluent, Inc.",8952182800,4.12903,3.66152019,3.8,6,4,5,10,10,,FALSE
796,PROK,ProKidney Corp.,500467776,4,3.623515439,,8,1,7,5,6,,FALSE
797,VTEX,VTEX,1369534460,4,3.604513064,,7,5,2,8,11,,FALSE
798,NUVL,"Nuvalent, Inc.",4556281300,4.7,3.659144893,4,8,3,3,6,7,,FALSE
799,ARHS,"Arhaus, Inc.",1800779260,4.63636,3.618764846,3,8,6,2,4,9,,FALSE
800,DIS,The Walt Disney Company,2.02657E+11,4.21875,3.478955007,3.78947,3,5,3,1,13,0.27154237,FALSE
801,AMZN,"Amazon.com, Inc.",1.86279E+12,4.7,3.493468795,4,3,4,2,1,12,,FALSE
802,MSFT,Microsoft Corporation,2.93531E+12,4.66667,3.488751814,3.52632,3,6,5,1,13,0.7241606,FALSE
803,DRI,"Darden Restaurants, Inc.",18041104400,4,3.528503563,3,8,6,8,4,9,3.466755,FALSE
804,WDC,Western Digital Corporation,23023253500,4.23077,3.482583454,3.5,1,13,1,10,4,,FALSE
805,PLAY,"Dave & Buster's Entertainment, Inc.",2107661310,4.22222,3.535629454,4,7,4,3,8,8,,FALSE
806,NVDA,NVIDIA Corporation,2.04381E+12,4.63636,3.498911466,3.5,3,1,1,1,13,0.01926759,FALSE
807,QCOM,QUALCOMM Incorporated,1.83287E+11,3.97297,3.478592163,3.7,3,10,2,1,9,1.9499116,FALSE
808,PGR,The Progressive Corporation,1.24051E+11,3.66667,3.48838897,3.5,2,1,1,1,12,0.54296505,FALSE
809,YELLQ,Yellow Corporation,437879200,3,3.488026125,3,6,13,1,10,2,,FALSE
810,NKTR,Nektar Therapeutics,302979968,2.75,3.479317852,3,7,11,1,9,7,,FALSE
811,QUIK,QuickLogic Corporation,202863552,5,3.485486212,3,2,1,1,8,11,,FALSE
812,CAKE,The Cheesecake Factory Incorporated,1723886590,3.31579,3.554631829,3.5,5,4,7,8,8,3.1933768,FALSE
813,EME,"EMCOR Group, Inc.",16694944800,3.66667,3.477503628,4,1,3,1,3,12,0.22238487,FALSE
814,HAS,"Hasbro, Inc.",8399509000,4.0625,3.542755344,3.33333,8,9,4,8,6,4.6403713,FALSE
815,LFCR,"Lifecore Biomedical, Inc.",196722272,3.5,3.514251781,,7,7,7,4,11,,FALSE
816,CNXN,"PC Connection, Inc.",1633335810,3,3.557007126,,6,8,4,5,8,0.5487411,FALSE
817,BMA,Banco Macro S.A.,4261884160,2.66667,3.496008708,,1,13,1,7,3,5.1586957,FALSE
818,LOPE,"Grand Canyon Education, Inc.",3900617730,4.33333,3.573634204,,5,5,5,2,10,,FALSE
819,BMWYY,Bayerische Motoren Werke Aktiengesellschaft,69095383000,3.33333,3.477140784,3.5,1,11,6,1,1,8.413248,FALSE
820,MD,"Pediatrix Medical Group, Inc.",744846720,2.875,3.507125891,,5,2,9,3,2,,FALSE
821,FMCC,Federal Home Loan Mortgage Corporation,4509868500,2.5,3.499274311,,10,4,1,1,1,,FALSE
822,WRN,Western Copper and Gold Corporation,286450880,4,3.580760095,,5,6,5,10,6,,FALSE
823,ABUS,Arbutus Biopharma Corporation,484670560,4.2,3.502375297,4,9,3,4,11,8,,FALSE
824,ALPN,"Alpine Immune Sciences, Inc.",4237974020,3,3.489840348,3,10,4,1,6,10,,FALSE
825,MSCLF,Satellos Bioscience Inc.,34517996,,3.552256532,,8,1,7,8,3,,FALSE
826,SLN,Silence Therapeutics plc,998502660,4.4,3.481857765,4,2,10,1,12,10,,FALSE
827,WEDXF,The Westaim Corporation,348684640,4,3.492380261,,3,13,7,1,1,,FALSE
828,ANGI,Angi Inc.,1097457790,4.33333,3.56175772,,4,3,8,8,8,,FALSE
829,META,"Meta Platforms, Inc.",1.11402E+12,4.52459,3.49383164,4.04545,3,3,2,1,13,0.113845944,FALSE
830,PSIX,"Power Solutions International, Inc.",49383288,5,3.495645864,,2,1,10,4,1,,FALSE
831,ATNM,"Actinium Pharmaceuticals, Inc.",231715248,4.66667,3.559382423,5,7,8,4,8,2,,FALSE
832,PRKS,United Parks & Resorts Inc.,3093492220,4,3.53087886,4,7,7,7,4,7,,FALSE
833,ARCT,Arcturus Therapeutics Holdings Inc.,751561600,4.3,3.564133017,4,4,9,7,6,7,,FALSE
834,MDXG,"MiMedx Group, Inc.",1078984960,4.8,3.538004751,,9,2,4,1,11,,FALSE
835,TBPH,"Theravance Biopharma, Inc.",429270016,4,3.533254157,,5,2,8,5,7,,FALSE
836,LPTX,"Leap Therapeutics, Inc.",125124800,4.25,3.547505938,,4,6,3,11,9,,FALSE
837,VKTX,"Viking Therapeutics, Inc.",8427799000,4.63636,3.494920174,4,10,1,1,7,8,,FALSE
838,NEXT,NextDecade Corporation,1651877500,4.25,3.494194485,,2,1,3,13,4,,FALSE
839,AFMD,Affimed N.V.,81162376,4.5,3.504750594,,4,1,7,10,7,,FALSE
840,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",391394592,5,3.497460087,3,1,13,1,12,,,FALSE
841,SKYE,"Skye Bioscience, Inc.",358924576,4.5,3.485123367,,,13,1,13,,,FALSE
842,RCKT,"Rocket Pharmaceuticals, Inc.",2044583420,4.66667,3.523752969,4,6,3,6,7,7,,FALSE
843,CLLS,Cellectis S.A.,186980064,4.42857,3.5,,4,9,6,11,8,,FALSE
844,WING,Wingstop Inc.,11277422600,3.70833,3.485849057,2.33333,2,2,1,2,13,0.22136569,FALSE
845,CLSK,"CleanSpark, Inc.",3527884540,4.5,3.499637155,3.83333,2,1,1,12,7,,FALSE
846,IBRX,"ImmunityBio, Inc.",5781609000,4,3.491654572,3.5,7,1,1,10,12,,FALSE
847,CTMX,"CytomX Therapeutics, Inc.",347463936,3.14286,3.489477504,4,11,11,1,1,7,,FALSE
848,PLTR,Palantir Technologies Inc.,49261130000,2.78947,3.480406386,4,3,2,1,3,13,,FALSE
849,SPOT,Spotify Technology S.A.,56638845000,4.16667,3.490203193,3.5,1,1,1,7,12,,FALSE
850,NTNX,"Nutanix, Inc.",14930955300,4.11765,3.484034833,3.5,1,1,1,7,12,,FALSE
851,TCMD,"Tactile Systems Technology, Inc.",340710688,4.66667,3.511876485,,4,3,8,3,6,,FALSE
852,VST,Vistra Corp.,26812192800,4.36364,3.487300435,3.5,8,2,1,1,12,1.090294,FALSE
853,CVNA,Carvana Co.,17769191400,2.82609,3.492017417,2.33333,3,11,1,4,12,,FALSE
854,ADV,Advantage Solutions Inc.,1431807230,3.66667,3.483309144,,2,11,1,7,6,,FALSE
855,COIN,"Coinbase Global, Inc.",51565576000,3.32,3.498185776,3.16667,1,3,1,2,13,,FALSE
856,ENTX,Entera Bio Ltd.,70962680,4,3.494557329,,1,12,1,8,10,,FALSE
857,RCUS,"Arcus Biosciences, Inc.",1409768960,4.45455,3.566508314,3,3,2,8,10,7,,FALSE
858,EVER,"EverQuote, Inc.",709438660,4.11111,3.495283019,,3,2,1,12,10,,FALSE
859,ESTA,Establishment Labs Holdings Inc.,1389734400,4.85714,3.540380048,,3,8,5,11,11,,FALSE
860,VRT,Vertiv Holdings Co,33137018900,4.61538,3.497822932,3.25,1,1,1,3,13,0.05648441,FALSE
861,YMAB,"Y-mAbs Therapeutics, Inc.",723459780,3.66667,3.483671988,,4,10,1,5,2,,FALSE
862,GTX,Garrett Motion Inc.,2122048000,4.5,3.545130641,4,8,5,4,3,8,,FALSE
863,EQ,"Equillium, Inc.",51471936,4.75,3.486211901,,4,11,1,6,1,,FALSE
864,TMDX,"TransMedics Group, Inc.",3863314180,4.33333,3.486937591,4,2,1,2,7,12,,FALSE
865,APLT,"Applied Therapeutics, Inc.",507233600,4.8,3.486574746,4,1,,1,10,12,,FALSE
866,ETNB,"89bio, Inc.",833216320,4.5,3.519002375,,3,2,9,7,6,,FALSE
867,BDTX,"Black Diamond Therapeutics, Inc.",309928960,4.66667,3.491291727,,3,12,1,9,4,,FALSE
868,KROS,"Keros Therapeutics, Inc.",2081832580,4.8,3.578384798,,7,3,3,11,9,,FALSE
869,PSHG,Performance Shipping Inc.,26155708,4,3.489114659,,11,13,1,2,1,,FALSE
870,FYBR,"Frontier Communications Parent, Inc.",5801011700,4.28571,3.576009501,4,6,3,4,11,9,,FALSE
871,VITL,"Vital Farms, Inc.",1151571070,4.22222,3.496371553,3.33333,1,1,1,7,12,,FALSE
872,MDNAF,Medicenna Therapeutics Corp.,117212584,4.75,3.479680697,,7,11,1,9,5,,FALSE
873,LSF,"Laird Superfood, Inc.",23084744,4.33333,3.496734398,,1,4,1,13,3,,FALSE
874,HOOD,"Robinhood Markets, Inc.",14632618000,3.11765,3.478229318,3.55556,2,12,1,8,11,,FALSE
875,CALC,"CalciMedica, Inc.",64011084,4.66667,3.492743106,,1,1,2,13,5,,FALSE
876,PRAX,"Praxis Precision Medicines, Inc.",943668030,4.42857,3.482946299,4,3,12,1,11,9,,FALSE
877,ROOT,"Root, Inc.",1043211260,3.75,3.498548621,2,2,12,1,12,11,,FALSE
878,MAX,"MediaAlpha, Inc.",1386571140,4.42857,3.490566038,,1,5,1,11,12,,FALSE
879,LFMD,"LifeMD, Inc.",475940352,4.8,3.480769231,5,4,9,1,7,11,,FALSE
880,CGEM,"Cullinan Therapeutics, Inc.",1210144640,4.77778,3.48149492,,5,12,1,7,6,,FALSE
881,NUVB,Nuvation Bio Inc.,840436480,4.66667,3.490928882,5,1,12,1,6,4,,FALSE
882,ML,MoneyLion Inc.,726030980,4.8,3.497097242,4.5,2,9,1,8,10,,FALSE
883,LABP,"Landos Biopharma, Inc.",69684688,3,3.493105951,,,8,1,11,4,,FALSE
884,ADTH,"AdTheorent Holding Company, Inc.",298118688,4,3.477866473,,2,12,1,9,13,,FALSE
885,BTMD,biote Corp.,358474848,4.8,3.571258907,,8,5,5,1,5,,FALSE
886,DAVE,Dave Inc.,556880060,4,3.48222061,4,13,10,1,11,7,,FALSE
887,OCS,Oculis Holding AG,535198720,4.75,3.526128266,,9,1,5,10,10,,FALSE
888,AGTI,"Agiliti, Inc.",1370087680,3,3.509501188,,9,7,4,3,7,,FALSE
889,HOWL,"Werewolf Therapeutics, Inc.",260951120,4.66667,3.480043541,4,2,10,1,9,8,,FALSE
890,ELEV,"Elevation Oncology, Inc.",218553056,4.6,3.48766328,4,2,12,1,9,4,,FALSE
891,JBI,"Janus International Group, Inc.",2063068420,4.57143,3.583135392,3,9,4,4,3,5,,FALSE
892,CADL,"Candel Therapeutics, Inc.",234192800,4,3.484397678,4,7,13,1,12,10,,FALSE
893,AKA,a.k.a. Brands Holding Corp.,200337680,3.4,3.484760522,,11,12,1,11,6,,FALSE
894,BEAT,"HeartBeam, Inc.",57112356,4,3.56888361,,7,1,4,11,5,,FALSE
895,GLASF,Glass House Brands Inc.,674356420,5,3.481132075,2,,10,1,10,11,,FALSE
896,BLTE,"Belite Bio, Inc",1195710210,4.6,3.521377672,,7,8,3,8,5,,FALSE
897,EHAB,"Enhabit, Inc.",510587456,3,3.516627078,,5,8,7,3,7,,FALSE
898,MLYS,"Mineralys Therapeutics, Inc.",635278850,4.85714,3.549881235,3.5,5,2,5,8,4,,FALSE
899,SLNCF,Silence Therapeutics plc,998502660,5,3.476777939,,7,10,1,12,8,,FALSE
900,COST,Costco Wholesale Corporation,3.20307E+11,4.05405,3.465529753,3,3,6,2,1,13,0.5843095,FALSE
901,NFLX,"Netflix, Inc.",2.37732E+11,4,3.469521045,3.36842,3,3,3,1,12,,FALSE
902,CEG,Constellation Energy Corporation,58158719000,4.16667,3.473875181,3,2,2,1,12,13,0.6493823,FALSE
903,T,AT&T Inc.,1.21316E+11,3.7037,3.450290276,4.18182,5,11,5,1,3,6.5602837,FALSE
904,F,Ford Motor Company,48706515000,3.30769,3.447024673,3.5,3,11,6,1,5,4.9180326,FALSE
905,VZ,Verizon Communications Inc.,1.65003E+11,3.77778,3.441219158,4,5,11,5,1,4,6.7538266,FALSE
906,PG,The Procter & Gamble Company,3.85646E+11,4.07692,3.448838897,3.14286,4,8,5,1,12,2.3430846,FALSE
907,AXP,American Express Company,1.6649E+11,3.66667,3.457184325,3.83333,4,4,1,1,12,1.0801002,FALSE
908,BAC,Bank of America Corporation,2.90681E+11,3.66667,3.46988389,3.72727,5,11,3,1,9,2.5439785,FALSE
909,BP,BP p.l.c.,1.04704E+11,3.94118,3.461538462,4.25,3,11,8,1,4,4.4615383,FALSE
910,AMAT,"Applied Materials, Inc.",1.61186E+11,4.08333,3.45682148,3.71429,3,7,2,1,12,0.6598278,FALSE
911,XOM,Exxon Mobil Corporation,4.57507E+11,3.88889,3.470972424,3.83333,3,11,6,1,10,3.2060673,FALSE
912,MU,"Micron Technology, Inc.",1.21478E+11,4.34211,3.47605225,3.44444,3,10,1,9,12,0.41932544,FALSE
913,NTAP,"NetApp, Inc.",20841979900,3.35,3.441944848,4,1,11,2,2,10,1.9803941,FALSE
914,LLY,Eli Lilly and Company,6.9939E+11,4.17857,3.468432511,3.4,3,2,2,1,13,0.60379785,FALSE
915,WSM,"Williams-Sonoma, Inc.",18222544900,3.15385,3.471335269,3.66667,3,8,1,2,12,1.350446,FALSE
916,ACTG,Acacia Research Corporation,493108224,5,3.452104499,4,1,9,2,13,2,,FALSE
917,DECK,Deckers Outdoor Corporation,21034592300,4.09524,3.446661829,3.33333,1,3,2,2,12,,FALSE
918,PBR,Petróleo Brasileiro S.A. - Petrobras,1.07961E+11,3.73333,3.456458636,3.72727,6,13,4,1,2,6.631147,FALSE
919,CMG,"Chipotle Mexican Grill, Inc.",86210535000,4.17143,3.476415094,3.4,1,3,1,2,13,,FALSE
920,WAB,Westinghouse Air Brake Technologies Corporation,28316837900,4,3.449201742,3,3,2,2,4,12,0.44225737,FALSE
921,HCA,"HCA Healthcare, Inc.",81842381000,4.33333,3.466255443,3,2,6,5,1,12,0.79498446,FALSE
922,CI,The Cigna Group,1.01313E+11,4.30435,3.453555878,3.5,3,5,4,1,10,1.4250518,FALSE
923,ELV,"Elevance Health, Inc.",1.21982E+11,4.54545,3.45137881,3.4,3,5,5,2,12,1.1565429,FALSE
924,SHEL,Shell plc,2.26104E+11,4.06667,3.449927431,4,4,11,6,1,8,3.6462297,FALSE
925,WM,"Waste Management, Inc.",82927944000,3.54545,3.441582003,3.5,2,8,5,1,12,1.3784097,FALSE
926,BSX,Boston Scientific Corporation,1.06141E+11,4.51515,3.467706821,3,1,5,3,1,13,,FALSE
927,E,Eni S.p.A.,51742790000,3,3.460087083,4,2,13,9,1,4,6.2818103,FALSE
928,PH,Parker-Hannifin Corporation,69721956000,4.13043,3.454281567,3.33333,3,5,3,1,12,1.0903198,FALSE
929,NGS,"Natural Gas Services Group, Inc.",279087936,4.66667,3.473512337,,1,3,1,13,13,,FALSE
930,GERN,Geron Corporation,2402605570,4.42857,3.452830189,3.25,4,1,2,12,9,,FALSE
931,FIX,"Comfort Systems USA, Inc.",10751754200,3.4,3.467343977,3,2,2,1,3,13,0.30635226,FALSE
932,ETN,Eaton Corporation plc,1.2475E+11,3.91667,3.470609579,3,2,5,2,2,13,1.1280967,FALSE
933,APH,Amphenol Corporation,71628030000,4,3.451015965,4,1,9,2,2,13,0.72111356,FALSE
934,MCK,McKesson Corporation,69790941000,4.15789,3.455732946,4,3,5,4,1,12,0.4518923,FALSE
935,WT,"WisdomTree, Inc.",1313935620,4,3.442307692,,3,5,1,4,12,1.3407822,FALSE
936,PBR.A,Petróleo Brasileiro S.A. - Petrobras,1.07961E+11,3.8,3.455007257,4.2,4,13,3,1,2,7.011962,FALSE
937,MCY,Mercury General Corporation,3006098430,4,3.461175617,3,2,13,1,5,9,2.339289,FALSE
938,TPC,Tutor Perini Corporation,876805380,4,3.445573295,,11,12,1,9,2,,FALSE
939,OBE,Obsidian Energy Ltd.,633892220,3.75,3.443759071,4,2,11,4,8,3,,FALSE
940,BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",61013676000,3.33333,3.448476052,,2,2,2,13,3,5.616769,FALSE
941,MFG,"Mizuho Financial Group, Inc.",49161949000,3.5,3.474238026,4,1,13,5,1,1,1.7598182,FALSE
942,IBKR,"Interactive Brokers Group, Inc.",49223782000,4.4,3.453918723,3.6,2,1,1,4,12,0.3421728,FALSE
943,IDN,"Intellicheck, Inc.",63064824,3.75,3.458635704,,1,12,1,10,5,,FALSE
944,MSTR,MicroStrategy Incorporated,18145880100,4.33333,3.468795356,2.5,12,1,1,9,10,,FALSE
945,UTI,"Universal Technical Institute, Inc.",821562560,4.8,3.462264151,3,1,5,1,8,12,,FALSE
946,OMVKY,OMV Aktiengesellschaft,15642338300,2,3.44521045,5,2,12,7,5,3,6.3786507,FALSE
947,AROC,"Archrock, Inc.",3054391550,4.25,3.45065312,4,2,3,1,9,12,3.2051282,FALSE
948,LVMUY,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",4.1398E+11,4.5,3.444484761,3,1,5,7,1,12,1.7043135,FALSE
949,NMM,Navios Maritime Partners L.P. Common Units,1311440510,4.33333,3.4691582,4,4,11,1,7,1,0.46981442,FALSE
950,GHM,Graham Corporation,299294944,5,3.472423803,4,1,4,1,8,12,,FALSE
951,SB,"Safe Bulkers, Inc.",539158080,4,3.468069666,5,2,12,2,1,2,3.960396,FALSE
952,GTE,Gran Tierra Energy Inc.,256610592,4,3.46371553,4,2,11,2,8,2,,FALSE
953,EBKDY,Erste Group Bank AG,18711642100,5,3.440493469,4,1,2,3,13,3,4.4048796,FALSE
954,GGAL,Grupo Financiero Galicia S.A.,5980660200,2.5,3.449564586,4,6,13,1,5,6,3.4616249,FALSE
955,COOP,Mr. Cooper Group Inc.,5016521700,4.22222,3.442670537,4,1,3,1,13,7,,FALSE
956,SHIP,Seanergy Maritime Holdings Corp.,190146928,4.75,3.455370102,4,1,13,1,4,11,1.0787487,FALSE
957,AVGO,Broadcom Inc.,5.75968E+11,4.38889,3.440856313,3.6875,5,5,2,1,12,1.5850538,FALSE
958,ELMD,"Electromed, Inc.",151882256,5,3.472060958,4,3,9,2,3,13,,FALSE
959,GLBS,Globus Maritime Limited,38900548,4,3.460812772,,2,9,2,12,1,,FALSE
960,CDXC,ChromaDex Corporation,276358496,4.6,3.465892598,,9,8,1,4,11,,FALSE
961,SAFRY,Safran SA,90370548000,5,3.447750363,4,2,1,3,2,12,0.67183805,FALSE
962,UCBJY,UCB SA,25292632100,4,3.453193033,,1,3,2,3,13,1.0873268,FALSE
963,MPC,Marathon Petroleum Corporation,63056585000,4.11765,3.472786647,4,1,12,3,2,9,1.7600715,FALSE
964,ZURVY,Zurich Insurance Group AG,70147441000,3.5,3.444121916,4,1,11,10,3,5,6.106755,FALSE
965,LDOS,"Leidos Holdings, Inc.",19225729000,4.375,3.447387518,4,1,6,2,5,12,1.0408608,FALSE
966,CRWD,"CrowdStrike Holdings, Inc.",71457677000,4.58491,3.446298984,3.41176,3,3,1,2,13,,FALSE
967,ADMA,"ADMA Biologics, Inc.",1545916030,4.75,3.457910015,4,2,9,2,4,12,,FALSE
968,IBP,"Installed Building Products, Inc.",6840414200,3.91667,3.464804064,3.5,2,9,1,4,13,0.5570567,FALSE
969,SHAK,Shake Shack Inc.,4384960000,3.63636,3.460449927,4,2,3,1,10,13,,FALSE
970,UBER,"Uber Technologies, Inc.",1.41098E+11,4.5098,3.448113208,3.72727,4,1,2,3,12,,FALSE
971,MEDP,"Medpace Holdings, Inc.",12299175900,4,3.461901306,3,2,4,2,1,13,,FALSE
972,RCAT,"Red Cat Holdings, Inc.",112165096,5,3.470246734,,2,12,1,13,5,,FALSE
973,UNCRY,UniCredit S.p.A.,62240879000,5,3.465166909,4,2,5,1,13,3,5.141299,FALSE
974,SLNO,"Soleno Therapeutics, Inc.",1588374530,4.66667,3.464441219,4,10,1,1,7,5,,FALSE
975,VWAPY,Volkswagen AG,67350692000,5,3.474963716,5,2,10,7,1,1,7.7815075,FALSE
976,CRDL,Cardiol Therapeutics Inc.,141304080,4.25,3.462626996,,4,11,1,9,8,,FALSE
977,PLMR,"Palomar Holdings, Inc.",1969760640,4,3.451741655,4.5,2,3,1,4,12,,FALSE
978,REAL,"The RealReal, Inc.",409347328,3.55556,3.466981132,3.33333,7,10,1,12,10,,FALSE
979,TT,Trane Technologies plc,71296492000,3.44,3.463352685,4,2,6,2,2,13,0.98101467,FALSE
980,MNMD,Mind Medicine (MindMed) Inc.,677756930,4.5,3.47532656,3.5,5,11,1,10,8,,FALSE
981,STTK,"Shattuck Labs, Inc.",516402464,4.66667,3.475689405,,4,13,1,8,10,,FALSE
982,GATO,"Gatos Silver, Inc.",669672510,3.5,3.473149492,2,1,2,1,6,11,,FALSE
983,NN,NextNav Inc.,1024227970,4.33333,3.459361393,,13,6,1,12,6,,FALSE
984,CURI,CuriosityStream Inc.,58103856,3.5,3.45754717,4.5,2,13,1,12,6,2.293578,FALSE
985,OWL,Blue Owl Capital Inc.,26647193600,4.25,3.459724238,4,1,2,1,3,12,3.002681,FALSE
986,AENT,Alliance Entertainment Holding Corporation,104408080,5,3.452467344,,12,1,2,9,1,,FALSE
987,MTTR,"Matterport, Inc.",1418444930,3,3.443033382,3.5,4,13,1,11,8,,FALSE
988,HIMS,"Hims & Hers Health, Inc.",2685256960,4.07143,3.444847605,4.5,3,2,2,3,11,,FALSE
989,PRCH,"Porch Group, Inc.",318116672,4.33333,3.458272859,3,9,13,1,12,5,,FALSE
990,SOC,Sable Offshore Corp.,624525890,5,3.474600871,,,,10,13,1,,FALSE
991,BYRN,Byrna Technologies Inc.,300803840,5,3.46298984,4,7,12,1,9,9,,FALSE
992,SERA,"Sera Prognostics, Inc.",340442752,5,3.466618287,4,8,10,1,6,9,,FALSE
993,ABSI,Absci Corporation,586902460,4.33333,3.445936139,3,10,11,1,6,9,,FALSE
994,RANI,"Rani Therapeutics Holdings, Inc.",321143520,4.85714,3.458998549,,3,11,1,9,5,,FALSE
995,JXN,Jackson Financial Inc.,5294536700,3.25,3.471698113,4.5,4,5,1,13,2,3.7047756,FALSE
996,CION,CION Investment Corporation,613284670,3,3.443396226,3.5,2,13,6,3,1,11.940298,FALSE
997,BLZE,"Backblaze, Inc.",385392224,4.71429,3.456095791,2,1,11,1,12,5,,FALSE
998,SG,"Sweetgreen, Inc.",2254012420,3.625,3.464078374,3.5,3,10,1,12,12,,FALSE
999,IMPP,Imperial Petroleum Inc.,105512504,4,3.454644412,4,,13,2,9,1,,FALSE
1000,WMT,Walmart Inc.,4.74319E+11,4.36585,3.421988389,3.16667,7,7,4,1,12,1.3211554,FALSE
1001,SCHW,The Charles Schwab Corporation,1.36236E+11,3.81818,3.409651669,3.16667,5,4,2,1,12,1.3410219,FALSE
1002,VLO,Valero Energy Corporation,50900259000,3.94737,3.429608128,3.4,3,13,3,2,6,2.6532185,FALSE
1003,GS,"The Goldman Sachs Group, Inc.",1.46397E+11,4,3.436139332,3.28571,3,7,3,13,10,2.5178592,FALSE
1004,LRCX,Lam Research Corporation,1.13496E+11,3.90625,3.405297533,4,3,8,3,1,12,0.88987446,FALSE
1005,NVO,Novo Nordisk A/S,5.72292E+11,4,3.411103048,3.7,5,3,3,1,13,1.058358,FALSE
1006,MRK,"Merck & Co., Inc.",3.26254E+11,4.37931,3.417271408,3.66667,5,4,5,1,12,2.3291926,FALSE
1007,BVN,Compañía de Minas Buenaventura S.A.A.,4218721790,3.28571,3.420899855,,3,1,1,8,13,0.4370861,FALSE
1008,CVX,Chevron Corporation,2.94193E+11,4.08,3.435050798,4.09091,5,10,8,1,10,3.8589237,FALSE
1009,DDS,"Dillard's, Inc.",6864836100,2,3.415457184,2,2,11,3,2,9,0.22460222,FALSE
1010,VEON,VEON Ltd.,1715691780,5,3.41509434,3,,2,2,9,1,,FALSE
1011,GGB,Gerdau S.A.,7101937200,3.25,3.416182874,4,2,11,11,3,1,4.8136396,FALSE
1012,ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",10414307300,3.5,3.427793904,5,2,10,3,1,7,,FALSE
1013,NVMI,Nova Ltd.,4856150500,4.6,3.432510885,3,2,10,2,4,12,,FALSE
1014,SMTC,Semtech Corporation,2430158080,4.58333,3.416545718,4,7,10,1,12,10,,FALSE
1015,MS,Morgan Stanley,1.48902E+11,3.54167,3.42670537,3.75,3,7,6,13,9,3.7142234,FALSE
1016,IR,Ingersoll Rand Inc.,37528695000,3.92857,3.404571843,3,3,7,2,3,13,0.086021505,FALSE
1017,CTAS,Cintas Corporation,67329999000,3.65,3.433599419,3,3,4,4,2,13,0.78361636,FALSE
1018,STLD,"Steel Dynamics, Inc.",20477878300,3,3.427068215,4,1,10,5,2,7,1.3382183,FALSE
1019,ICE,"Intercontinental Exchange, Inc.",73788817000,4.22222,3.423076923,4,3,8,6,1,13,1.3288778,FALSE
1020,MAS,Masco Corporation,15104359400,3.70833,3.432148041,3.5,3,11,6,2,10,1.669583,FALSE
1021,SNEX,StoneX Group Inc.,2305674240,5,3.410740203,,1,13,5,12,6,,FALSE
1022,ECL,Ecolab Inc.,64324497000,3.40741,3.433236575,3,2,4,3,2,13,0.9778647,FALSE
1023,VMC,Vulcan Materials Company,34343348200,4,3.410014514,3,2,3,4,4,13,0.6737766,FALSE
1024,FSTR,L.B. Foster Company,257438368,2,3.423439768,,3,11,2,8,8,,FALSE
1025,TXRH,"Texas Roadhouse, Inc.",10501810200,3.85714,3.437590711,3.2,2,5,2,5,13,1.4389405,FALSE
1026,BMI,"Badger Meter, Inc.",5364943400,3.5,3.411465893,3,2,4,3,3,13,0.5670611,FALSE
1027,SWBI,"Smith & Wesson Brands, Inc.",764681860,5,3.413280116,3.5,2,11,2,9,9,2.857143,FALSE
1028,CW,Curtiss-Wright Corporation,9837203500,4.28571,3.411828737,3,2,7,3,4,13,0.31130826,FALSE
1029,VGR,Vector Group Ltd.,1647787520,4.5,3.407837446,4,2,6,9,2,1,9.569378,FALSE
1030,GAIA,"Gaia, Inc.",86621048,5,3.423802612,,1,10,2,8,8,,FALSE
1031,AWI,"Armstrong World Industries, Inc.",4993691600,3.5,3.431785196,3,1,7,2,3,11,0.935857,FALSE
1032,AMS,American Shared Hospital Services,19370240,,3.407474601,,,1,4,3,2,,FALSE
1033,HWKN,"Hawkins, Inc.",1572864000,4,3.435776488,,2,7,2,4,12,0.8389932,FALSE
